"DEPARTAMENTO_PRESTACION","MUNICIPIO_PRESTACION","SERVICIO","ESTADO","NOMBRE","NIT","DEPARTAMENTO_DOMICILIO","MUNICIPIO_DOMICILIO","DIRECCION","TELEFONO","EMAIL","TIPO_INSCRIPCION","REPRESENTANTE_LEGAL","TIPO_PRESTADOR","CLASIFICACION"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION USUARIOS ACUEDUCTO COMUNITARIO VEREDA EL RODEO","816004166-2","RISARALDA","DOSQUEBRADAS","VEREDA EL RODEO BAJO FINCA LA TULIA","3117403","acueductoveredaelrodeo@hotmail.com","Registro por la ESP","CAROLA ZULUAGA NORENA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"RISARALDA","QUINCHIA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDCUTO REGIONAL EMBERA KARAMBA","816000914-7","RISARALDA","QUINCHIA","VEREDA MIRACAMPOS","3369430","acueductoemberakaramba@gmail.com","Registro por la ESP","JESUS ANTONIO  BARTOLO RIOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","IMUES","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DE ACUEDUCTO PILCUAN RECTA","814004838-6","NARINO","IMUES","PILCUAN LA RECTA","8182360","bofegaby@yahoo.com","Registro por la ESP","FABIO EDUARDO BURBANO ORTEGA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","IMUES","ALCANTARILLADO","OPERATIVA","JUNTA ADMINISTRADORA DE ACUEDUCTO PILCUAN RECTA","814004838-6","NARINO","IMUES","PILCUAN LA RECTA","8182360","bofegaby@yahoo.com","Registro por la ESP","FABIO EDUARDO BURBANO ORTEGA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO EL ROSARIO","800161176-1","NARINO","PASTO","DIAGONAL 14 No 14 EA 43 VEREDA EL ROSARIO","7320554","juntadeacueducto2017@hotmail.com","Registro por la ESP","ROSALBA  JOJOA GUERRA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","PASTO","ALCANTARILLADO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO EL ROSARIO","800161176-1","NARINO","PASTO","DIAGONAL 14 No 14 EA 43 VEREDA EL ROSARIO","7320554","juntadeacueducto2017@hotmail.com","Registro por la ESP","ROSALBA  JOJOA GUERRA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","GARZON","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO ALCANTARILLADO Y ASEO DE LA JAGUA","800254912-4","HUILA","GARZON","CALLE 3 NO. 5 - 37","8342055","acueductoalcant_lajagua@hotmail.com","Registro por la ESP","RICARDO TRUJILLO SANCHEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","GARZON","ALCANTARILLADO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO ALCANTARILLADO Y ASEO DE LA JAGUA","800254912-4","HUILA","GARZON","CALLE 3 NO. 5 - 37","8342055","acueductoalcant_lajagua@hotmail.com","Registro por la ESP","RICARDO TRUJILLO SANCHEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","PALESTINA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO BELEN Y SAMARIA","900109919-8","HUILA","PALESTINA","VEREDA SAMARIA PALESTINA HUILA","2552087","contactenos@palestina-huila.gov.co","Registro por la ESP","JESUS ANTONIO URREGO UBAQUE","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE CUBIJAN BAJO","814004221-2","NARINO","PASTO","KILOMETRO 12SUR VIA PASTO-IPIALES","0000000","alvaropupiales2008@gmail.com","Registro por la ESP","ALVARO HERNAN PUPIALES CORDOBA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LOS BARRIOS UNIDOS DE FRAILES","816003200-0","RISARALDA","DOSQUEBRADAS","BARRIO LARA BONILLA , 3 MZ F CASA 11","3302559","acueductofrailes@hotmail.com","Registro por la ESP","LIBERNED ANTONIO GIL ARBOLEDA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"VALLE DEL CAUCA","BOLIVAR","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS ACUEDUCTO NARANJAL","900182536-0","VALLE DEL CAUCA","BOLIVAR","CALLE 5 NO. 5-23 NARANJAL","2224166","ASOACUEDUCTONARANJAL@HOTMAIL.COM","Registro por la ESP","JOSE LIBARDO OCAMPO OSORIO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","PITALITO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA ACUEDUCTO REGIONAL DE LA VEREDA EL TIGRE","813006749-4","HUILA","PITALITO","VEREDA EL TIGRE","3261261","contactenos@pitalito-huila.gov.co","Registro por la ESP","ABRAHAM PRECIADO  QUEVEDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","ALDANA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL SERVICIO DE AGUAPOTABLE ACUEDUCTO INTERVEREDAL LA LAGUNA CHAPUESMAL","814006780-7","NARINO","ALDANA","La Laguna Chapuesmal","7753719","alch_aldana@hotmail.com","Registro por la ESP","JOSE RAFAEL ERIRA QUITIAQUEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"PUTUMAYO","VILLAGARZON","ACUEDUCTO","OPERATIVA","AGUAS LA CRISTALINA S.A. E.S.P.","900324202-7","PUTUMAYO","VILLAGARZON","CRA 3 ESTE CALLE 4 BARRIO DIAMANTES","4285075","SUIAGUASLACRISTALINA@GMAIL.COM","Registro por la ESP","MARIO ANDRES CABRERA SOLARTE","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"PUTUMAYO","VILLAGARZON","ALCANTARILLADO","OPERATIVA","AGUAS LA CRISTALINA S.A. E.S.P.","900324202-7","PUTUMAYO","VILLAGARZON","CRA 3 ESTE CALLE 4 BARRIO DIAMANTES","4285075","SUIAGUASLACRISTALINA@GMAIL.COM","Registro por la ESP","MARIO ANDRES CABRERA SOLARTE","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"PUTUMAYO","VILLAGARZON","ASEO","OPERATIVA","AGUAS LA CRISTALINA S.A. E.S.P.","900324202-7","PUTUMAYO","VILLAGARZON","CRA 3 ESTE CALLE 4 BARRIO DIAMANTES","4285075","SUIAGUASLACRISTALINA@GMAIL.COM","Registro por la ESP","MARIO ANDRES CABRERA SOLARTE","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","PUERTO TRIUNFO","ASEO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DE PUERTO TRIUNFO S.A. E.S.P.","900326224-8","ANTIOQUIA","PUERTO TRIUNFO","Avenida Napoles Carrera 11 11-86","8352273","juanfernandomanrique5@hotmail.com","Registro por la ESP","ALEX MAURICIO BAHAMON GARCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MAYOR O IGUAL A 5001 USUARIOS"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO COMUNAL DEL BARRIO CAMILO MEJÍA DUQUE","816000429-6","RISARALDA","DOSQUEBRADAS","Manzana 7 Casa 18 Barrio Camilo Mejía Duque","3304611","acueductocamilomejia@hotmail.com","Registro por la ESP","EDILBERTO RAIGOSA JIMENEZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"RISARALDA","QUINCHIA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO OJO DE AGUA","900279821-3","RISARALDA","QUINCHIA","Clle 5 N 6-23","3117293","contactenos@quinchia-risaralda.gov.co","Registro por la ESP","GABRIEL DE JESUS RENDON","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TIMANA","ACUEDUCTO","OPERATIVA","EMPRESAS PUBLICAS DE TIMANA SA ESP","900330919-3","HUILA","TIMANA","CARRERA 4 N. 9 - 76","0000000","emptimana@gmail.com","Registro por la ESP","YOLI   ESPERANZA SAMBONI BELTRAN","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"HUILA","TIMANA","ALCANTARILLADO","OPERATIVA","EMPRESAS PUBLICAS DE TIMANA SA ESP","900330919-3","HUILA","TIMANA","CARRERA 4 N. 9 - 76","0000000","emptimana@gmail.com","Registro por la ESP","YOLI   ESPERANZA SAMBONI BELTRAN","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"HUILA","TIMANA","ASEO","OPERATIVA","EMPRESAS PUBLICAS DE TIMANA SA ESP","900330919-3","HUILA","TIMANA","CARRERA 4 N. 9 - 76","0000000","emptimana@gmail.com","Registro por la ESP","YOLI   ESPERANZA SAMBONI BELTRAN","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"HUILA","TARQUI","ACUEDUCTO","OPERATIVA","ACUEDUCTO Y ALCANTARILLADO CENTRO POBLADO EL VERGEL TARQUI","900206520-9","HUILA","TARQUI","CENTRO POBLADO EL VERGEL","8353965","oidencabrera@hotmail.com","Registro por la ESP","OIDEN CABRERA CUELLAR","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TARQUI","ALCANTARILLADO","OPERATIVA","ACUEDUCTO Y ALCANTARILLADO CENTRO POBLADO EL VERGEL TARQUI","900206520-9","HUILA","TARQUI","CENTRO POBLADO EL VERGEL","8353965","oidencabrera@hotmail.com","Registro por la ESP","OIDEN CABRERA CUELLAR","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","TARQUI","ASEO","OPERATIVA","ACUEDUCTO Y ALCANTARILLADO CENTRO POBLADO EL VERGEL TARQUI","900206520-9","HUILA","TARQUI","CENTRO POBLADO EL VERGEL","8353965","oidencabrera@hotmail.com","Registro por la ESP","OIDEN CABRERA CUELLAR","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","QUINCHIA","ACUEDUCTO","OPERATIVA","ASOCIACION AMBIENTAL ADMINISTRADORA DEL ACUEDUCTO AGUAS DEL NARANJAL","816008253-3","RISARALDA","QUINCHIA","VEREDA NARANJAL, CORREGIMIENTO DE NARANJARA","3563002","asoc.naranjal@hotmail.com","Registro por la ESP","CONRADINO BARTOLO TREJOS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","RIOFRIO","ACUEDUCTO","OPERATIVA","FUNDACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE SALONICA","821000404-0","VALLE DEL CAUCA","RIOFRIO","carrera  3 NO. 10 - 22","2008013","lissetteha2015@gmail.com","Registro por la ESP","LUIS ALIRIO COLORADO RAMIREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","RIOFRIO","ALCANTARILLADO","OPERATIVA","FUNDACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE SALONICA","821000404-0","VALLE DEL CAUCA","RIOFRIO","carrera  3 NO. 10 - 22","2008013","lissetteha2015@gmail.com","Registro por la ESP","LUIS ALIRIO COLORADO RAMIREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","RIOFRIO","ASEO","OPERATIVA","FUNDACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE SALONICA","821000404-0","VALLE DEL CAUCA","RIOFRIO","carrera  3 NO. 10 - 22","2008013","lissetteha2015@gmail.com","Registro por la ESP","LUIS ALIRIO COLORADO RAMIREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
,,"Inscripción Oficio Delegada AAA",,"JUNTA ADMINISTRADORA DEL ACUEDUCTO JUANANBU","900104388-4","NARINO","BUESACO","Vereda Juananbu",,,"Registro por oficio","LUIS EDUARDO PARRA  MORENO",,
"ANTIOQUIA","LA ESTRELLA","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LA ESTRELLA S.A E.S.P.","900332363-8","ANTIOQUIA","LA ESTRELLA","Calle 100 SUR No 49D - 91","2788888","wacevedo3@gmail.com","Registro por la ESP","GABRIEL JAIME JARAMILLO LOPEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"ANTIOQUIA","LA ESTRELLA","ALCANTARILLADO","OPERATIVA","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LA ESTRELLA S.A E.S.P.","900332363-8","ANTIOQUIA","LA ESTRELLA","Calle 100 SUR No 49D - 91","2788888","wacevedo3@gmail.com","Registro por la ESP","GABRIEL JAIME JARAMILLO LOPEZ","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","DESDE 2501 HASTA 5000 USUARIOS"
"VALLE DEL CAUCA","ANSERMANUEVO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL ROBLE ACUAROBLE","821002832-9","VALLE DEL CAUCA","ANSERMANUEVO","carrera 4 no 7 -09","2052118","acuaroble@gmail.com","Registro por la ESP","JOSE HUMBERTO GALLEGO MARIN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","GUATICA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO SAN CLEMENTE","816003234-0","RISARALDA","GUATICA","CGTO SAN CLEMENTE MPIO DE GUATICA RDA","3539139","acuesanc@gmail.com","Registro por la ESP","ALBANY PEREZ RAMIREZ","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","GUADALUPE","ACUEDUCTO","OPERATIVA","EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUADALUPE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS","900331282-5","HUILA","GUADALUPE","CALLE 2 No 3  50 BARRIO SANTA LUCIA","8321427","contactenos@empug.gov.co","Registro por la ESP","GERMAN ALFONSO AREVALO ROJAS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","GUADALUPE","ALCANTARILLADO","OPERATIVA","EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUADALUPE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS","900331282-5","HUILA","GUADALUPE","CALLE 2 No 3  50 BARRIO SANTA LUCIA","8321427","contactenos@empug.gov.co","Registro por la ESP","GERMAN ALFONSO AREVALO ROJAS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","GUADALUPE","ASEO","OPERATIVA","EMPRESA DE ACUEDUCTO ALCANTARILLADO Y ASEO DE GUADALUPE SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS","900331282-5","HUILA","GUADALUPE","CALLE 2 No 3  50 BARRIO SANTA LUCIA","8321427","contactenos@empug.gov.co","Registro por la ESP","GERMAN ALFONSO AREVALO ROJAS","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","PALMIRA","ACUEDUCTO","OPERATIVA","ASOCIACION DE ACUEDUCTO ALCANTARILLADO Y/O ASEO DEL CORREGIMIENTO DE TIENDA NUEVA MUNICIPIO DE PALMIRA E.S.P.","815001585-8","VALLE DEL CAUCA","PALMIRA","k-9-501 via principal cgto Tienda Nueva","2623109","jcanoa826@hotmail.com","Registro por la ESP","JAIME CANO ARIAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"HUILA","PITALITO","ACUEDUCTO","OPERATIVA","JUNTA ADMINIISTRADORA DEL ACUEDUCTO REGIONAL DEL CORREGIMIENTO DE LA LAGUNA DE PITALITO","813005206-2","HUILA","PITALITO","CORREGIMIENTO  LA LAGUNA","8360010","joevrobu@yahoo.com","Registro por la ESP","FEDERICO ROJAS PARRA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"TOLIMA","VILLAHERMOSA","ACUEDUCTO","OPERATIVA","AGUAS DE VILLAHERMOSA S.A.S. E.S.P.","900319788-0","TOLIMA","VILLAHERMOSA","carrera 4 calle 8 esquina edificio comite de cafeteros","2266035","geysoncortes@gmail.com","Registro por la ESP","NOEL HERNANDO CORTES BURITICA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","HASTA 2500 SUSCRIPTORES"
"TOLIMA","VILLAHERMOSA","ALCANTARILLADO","OPERATIVA","AGUAS DE VILLAHERMOSA S.A.S. E.S.P.","900319788-0","TOLIMA","VILLAHERMOSA","carrera 4 calle 8 esquina edificio comite de cafeteros","2266035","geysoncortes@gmail.com","Registro por la ESP","NOEL HERNANDO CORTES BURITICA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","HASTA 2500 SUSCRIPTORES"
"TOLIMA","VILLAHERMOSA","ASEO","OPERATIVA","AGUAS DE VILLAHERMOSA S.A.S. E.S.P.","900319788-0","TOLIMA","VILLAHERMOSA","carrera 4 calle 8 esquina edificio comite de cafeteros","2266035","geysoncortes@gmail.com","Registro por la ESP","NOEL HERNANDO CORTES BURITICA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","HASTA 2500 SUSCRIPTORES"
"BOYACA","SAN JOSE DE PARE","ACUEDUCTO","OPERATIVA","EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN JOSE DE PARE","900306436-7","BOYACA","SAN JOSE DE PARE","CRA 3 # 1 -  63 ALCALDIA MUNICIPAL","7297115","servisan.sjp@gmail.com","Registro por la ESP","JAVIER ENRIQUE CAMPOS CARDENAS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","SAN JOSE DE PARE","ALCANTARILLADO","OPERATIVA","EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN JOSE DE PARE","900306436-7","BOYACA","SAN JOSE DE PARE","CRA 3 # 1 -  63 ALCALDIA MUNICIPAL","7297115","servisan.sjp@gmail.com","Registro por la ESP","JAVIER ENRIQUE CAMPOS CARDENAS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"BOYACA","SAN JOSE DE PARE","ASEO","OPERATIVA","EMPRESA SOLIDARIA DE SERVICIOS PUBLICOS DEL MUNICIPIO DE SAN JOSE DE PARE","900306436-7","BOYACA","SAN JOSE DE PARE","CRA 3 # 1 -  63 ALCALDIA MUNICIPAL","7297115","servisan.sjp@gmail.com","Registro por la ESP","JAVIER ENRIQUE CAMPOS CARDENAS","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","ROLDANILLO","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE MORELIA","900322809-8","VALLE DEL CAUCA","ROLDANILLO","PROVIVIENDA CASA No. 5","2490203","julianruiz1@hotmail.com","Registro por la ESP","MARIA EUNICE URIBE VARELA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
,,"Inscripción Oficio Delegada AAA",,"Métodos Ambientales S. A. E.S.P","900192572-9","BOGOTA, D.C.","BOGOTA, D.C.","Carrera 6 No. 115  65  Interior 302",,,"Registro por oficio","REPRESENTANTE LEGAL",,
"CUNDINAMARCA","NOCAIMA","ACUEDUCTO","OPERATIVA","EMPRESA DE SERVICIOS DEL GUALIVA S.A.S. E.S.P.","900316141-2","CUNDINAMARCA","NOCAIMA","Carrera 5a No 9 - 40","8451055","emsergualiva@gmail.com","Registro por la ESP","LILIAN ANDREA PAJARITO CORREA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","NOCAIMA","ALCANTARILLADO","OPERATIVA","EMPRESA DE SERVICIOS DEL GUALIVA S.A.S. E.S.P.","900316141-2","CUNDINAMARCA","NOCAIMA","Carrera 5a No 9 - 40","8451055","emsergualiva@gmail.com","Registro por la ESP","LILIAN ANDREA PAJARITO CORREA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"CUNDINAMARCA","NOCAIMA","ASEO","OPERATIVA","EMPRESA DE SERVICIOS DEL GUALIVA S.A.S. E.S.P.","900316141-2","CUNDINAMARCA","NOCAIMA","Carrera 5a No 9 - 40","8451055","emsergualiva@gmail.com","Registro por la ESP","LILIAN ANDREA PAJARITO CORREA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","SANDONA","ACUEDUCTO","OPERATIVA","ASOCIACION SOCIAL JUNTA ADMINISTRADORA ACUEDUCTO EL GUARANGO","900283504-9","NARINO","SANDONA","Carrera 3 # 12 - 43 BARRIO HERNANDO GOMEZ","7288122","acueductoelguarango@hotmail.com","Registro por la ESP","LUIS FAUSTINO BASTIDAS","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","LA CRUZ","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO Y ALCANTARILLADO DE LA ESTANCIA MUNICIPIO DE LA CRUZ","814003328-7","NARINO","LA CRUZ","VEREDA LA ESTANCIA","2726610","juntalaestancialacruz@gmail.com","Registro por la ESP","JOSE MIGUEL REALPE ORDOÑEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","SAMANA","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL AGUA DEL CORREGIMIENTO DE SAN DIEGO","900027025-6","CALDAS","SAMANA","CENTRO ASOCIATIVO COMUNITARIO CORREGIMIENTO SAN DIEGO","3188529","j.a.a.sandiegocaldas@hotmail.com","Registro por la ESP","JORGE AUGUSTO GARZON TABARES","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"NARINO","BUESACO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE BRUCELAS","900215499-1","NARINO","BUESACO","BUESACO BARRIO CENTRO ALCALDIA","7420497","acuabrucerlas@gmail.com","Registro por la ESP","HERMES PALACIOS  ALBAN","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"RISARALDA","DOSQUEBRADAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LOS BARRIOS ROSALES VIOLETAS","816003583-6","RISARALDA","DOSQUEBRADAS","CRA 35 A 68 68 CA 100 ROSALES","3328231","asoacueductorv@gmail.com","Registro por la ESP","ALCIDES BARRERA SANDOVAL","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","BUESACO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO DE SANTA MARIA","900036766-3","NARINO","BUESACO","SANTA MARIA - BUESACO","7420497","contactenos@buesaco-narino.gov.co","Registro por la ESP","CARLOS HUGO SALCEDO","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","MANIZALES","ACUEDUCTO","OPERATIVA","ACUEDUCTOS LA ENEA S.A.S.E.S.P","890800833-0","CALDAS","MANIZALES","Parque Industrial Juanchito","8747819","lina.escobar@gelcointernacional.com","Registro por la ESP","LINA CLEMENCIA ESCOBAR VALENCIA","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","TESALIA","ACUEDUCTO","OPERATIVA","EMPRESAS PUBLICAS DE TESALIA S.A. E.S.P.","900332875-7","HUILA","TESALIA","calle 7 No. 5 - 62","8377480","emptesaliasaesp@hotmail.com","Registro por la ESP","ALEXANDER VILLEGAS CASTRO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","TESALIA","ALCANTARILLADO","OPERATIVA","EMPRESAS PUBLICAS DE TESALIA S.A. E.S.P.","900332875-7","HUILA","TESALIA","calle 7 No. 5 - 62","8377480","emptesaliasaesp@hotmail.com","Registro por la ESP","ALEXANDER VILLEGAS CASTRO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"HUILA","TESALIA","ASEO","OPERATIVA","EMPRESAS PUBLICAS DE TESALIA S.A. E.S.P.","900332875-7","HUILA","TESALIA","calle 7 No. 5 - 62","8377480","emptesaliasaesp@hotmail.com","Registro por la ESP","ALEXANDER VILLEGAS CASTRO","SOCIEDADES (EMPRESA DE SERVICIOS PUBLICOS)","MENOR O IGUAL A 2500 USUARIOS"
"ANTIOQUIA","CALDAS","ACUEDUCTO","OPERATIVA","ASOCIACION DE SUSCRIPTORES DE ACUEDUCTO LA RAPIDA","900177181-1","ANTIOQUIA","CALDAS","CARRERA 50 146S  384","3387424","asdarcaldas@yahoo.es","Registro por la ESP","MARITZA MORALES DIEZ","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"CALDAS","SUPIA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DE SERVICIOS COLECTIVOS DE TACON MUDARRA","800249714-2","CALDAS","SUPIA","VEREDA CARACOLI","3136211","ataconmudarra@gmail.com","Registro por la ESP","ALFREDO VALENCIA RIVERA","ORGANIZACION AUTORIZADA","MENOR O IGUAL A 2500 USUARIOS"
"VALLE DEL CAUCA","PALMIRA","ACUEDUCTO","OPERATIVA","ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDA CHONTADURO PALMIRA VALLE","815001377-2","VALLE DEL CAUCA","PALMIRA","VDA CHONTADURO","2714763","JULIORA1948@HOTMAIL.COM","Registro por la ESP","JULIO  RAMIRO MELO MORA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
"NARINO","PASTO","ACUEDUCTO","OPERATIVA","JUNTA ADMINISTRADORA DEL ACUEDUCTO BARRIO LAS BRISAS","900058328-5","NARINO","PASTO","MZ 9 CASA 4 LAS BRISAS","7305544","tiopapo71@hotmail.com","Registro por la ESP","LUIS CARLOS CHAVES  ORTEGA","ORGANIZACION AUTORIZADA","HASTA 2500 SUSCRIPTORES"
